Price,Close,High,Low,Open,Volume
Ticker,DSCW.CA,DSCW.CA,DSCW.CA,DSCW.CA,DSCW.CA
Date,,,,,
2015-03-23,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-24,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-25,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-26,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-29,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-30,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-03-31,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-01,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-02,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-05,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-06,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-07,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-08,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-09,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-14,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-15,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-16,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-19,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-20,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-21,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-22,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-23,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-26,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-27,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-28,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-29,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-04-30,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-03,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-04,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-05,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-06,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-07,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-10,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-11,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-12,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-13,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-14,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-17,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-18,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-19,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-20,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-21,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-24,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-25,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-26,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-27,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-28,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-05-31,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-01,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-02,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-03,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-04,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-07,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-08,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-09,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-10,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-11,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-14,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-15,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-16,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-17,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-18,0.6004793047904968,0.6004793047904968,0.6004793047904968,0.6004793047904968,0
2015-06-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6004793215583768,8399600
2015-06-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-23,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-25,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-06-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-05,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-26,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-07-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-23,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-25,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-26,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,60000
2015-08-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-08-31,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-09-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-05,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-25,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-26,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-10-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-05,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-23,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-25,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-26,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-11-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2015-12-31,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-05,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-26,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-01-31,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-23,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-25,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-02-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-02,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,4340000
2016-03-08,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-09,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-15,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-16,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-22,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-23,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-29,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-30,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-03-31,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-04,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-05,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-06,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-07,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-10,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-11,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-12,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-13,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-14,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-17,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-18,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-19,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-20,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-21,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-24,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-27,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-04-28,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-05-01,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
2016-05-03,0.6587536334991455,0.6587536334991455,0.6587536334991455,0.6587536334991455,0
